Route,Stops (via)
V-SBS-KNB,Arabic College Tany Road -> Ashwathnagara Thanisandra -> Bamboo Bazaar -> Bellahalli -> Bellahalli Cross -> Christal House Learning School -> Coles Park Millers Road -> Cunningham Road -> Doddy Tannery Road -> Glass Factory Nagavara -> Govindapura Cross Nagarvara -> Indian Express -> Jn of Nagavara -> Kadugondanahalli -> Kadugondanahalli Police Station -> Kannuru -> Muslim Colony -> Nagavara -> Noor Nagara -> P -> Periyar Nagara Circle Tannery Road -> Petrol Bunk Nagavara Junction -> Postal and Telecom Colony -> RK HegdeNagara -> Sarayipalya -> Shivajinagara Bus Station -> Tannery Road Canara Bank -> Thanisandra -> Thanisandra Book Factory -> Thirumenahalli Cross -> Venkateshapura Kadugondanahalli Police Station -> Vidhyasagara Thanisandra
KLN-RKH,Ashwath Nagara Cross -> Ashwathnagara Thanisandra -> HBR Layout Ring Road -> Jn of Nagavara -> Kalyananagara -> Petrol Bunk Nagavara Junction -> RK HegdeNagara -> Thanisandra -> Thanisandra Book Factory -> Vidhyasagara Thanisandra
SBS-RJP,Arabic College Tany Road -> Ashwath Nagara Cross -> Ashwathnagara Thanisandra -> Bagalur -> Bamboo Bazaar -> Bellahalli -> Bellahalli Cross -> Chakkalatti -> Christal House Learning School -> Coles Park Millers Road -> Cunningham Road -> Doddy Tannery Road -> Glass Factory Nagavara -> Govindapura Cross Nagarvara -> Hosuru Bande -> Indian Express -> Jn of Nagavara -> Kadugondanahalli -> Kadugondanahalli Police Station -> Kannuru -> Muslim Colony -> Nagavara -> Noor Nagara -> P -> Periyar Nagara Circle Tannery Road -> Postal and Telecom Colony -> RK HegdeNagara -> Razakpalya -> Shivajinagara Bus Station -> Tannery Road Canara Bank -> Thanisandra -> Thanisandra Book Factory -> Thirumenahalli Cross -> Venkateshapura Kadugondanahalli Police Station -> Vidhyasagara Thanisandra
SBS-HTN,Arabic College Tany Road -> Ashwathnagara Thanisandra -> Bellahalli Cross -> Cantonment Railway Station -> Coles Park Millers Road -> Cunningham Road -> Doddy Tannery Road -> Glass Factory Nagavara -> Govindapura Cross Nagarvara -> HK Degree College -> Indian Express -> Jn of Nagavara -> Kadugondanahalli -> Kadugondanahalli Police Station -> Muslim Colony -> Nagavara -> Noor Nagara -> P -> Periyar Nagara Circle Tannery Road -> Petrol Bunk Nagavara Junction -> Postal and Telecom Colony -> RK HegdeNagara -> Shivajinagara Bus Station -> Tannery Road Canara Bank -> Thanisandra -> Thanisandra Book Factory -> Thirumenahalli Cross -> Venkateshapura Kadugondanahalli Police Station -> Vidhyasagara Thanisandra
D10G-ALH,Agrahara Layout Kogilu -> Ashwath Nagara Cross -> Ashwathnagara Thanisandra -> Chokkanahalli Thirumenahalli -> HBR Layout Ring Road -> Jn of Nagavara -> Noor Nagara -> Petrol Bunk Nagavara Junction -> RK HegdeNagara -> Thanisandra -> Thanisandra Book Factory -> Vidhyasagara Thanisandra
TR-4,Arabic College Tany Road -> Bamboo Bazaar -> Coles Park Millers Road -> Corporation -> Cunningham Road -> Doddy Tannery Road -> Glass Factory Nagavara -> Goripalya Maramma Temple -> Govindapura Cross Nagarvara -> Indian Express -> Jaga Jeevan Ram Nagara -> KR Market -> Kadugondanahalli -> Kadugondanahalli Police Station -> Museum -> Muslim Colony -> Nagavara -> P -> Periyar Nagara Circle Tannery Road -> Postal and Telecom Colony -> Shivajinagara Bus Station -> Sirsi Circle -> Tannery Road Canara Bank -> Town Hall -> Venkateshapura Kadugondanahalli Police Station -> Vinayaka Talkies KR Market
NGW-DPJN,Bamboo Bazaar -> CSI Hospital -> Chamarajapet -> Corporation -> Deepanjalinagara -> Frazer Town -> Indian Express -> KR Market -> Kadugondanahalli Police Station -> MG Statue -> Museum -> Muslim Colony -> Mysore Road Bus Station -> Mysore Road Tollgate -> Nagavara -> New Guddadahalli -> Postal and Telecom Colony -> Rayan Circle Tippu Sultan Road -> Shivajinagara Bus Station -> Sirsi Circle -> St Joseph Boys High School -> Town Hall
DPJN-JJN-NGW,Arabic College Tany Road -> Bamboo Bazaar -> Coles Park Millers Road -> Corporation -> Cunningham Road -> Deepanjalinagara -> Doddy Tannery Road -> Glass Factory Nagavara -> Goripalya Maramma Temple -> Govindapura Cross Nagarvara -> Indian Express -> Jaga Jeevan Ram Nagara -> KR Market -> Kadugondanahalli -> Kadugondanahalli Police Station -> MG Statue -> Museum -> Muslim Colony -> Nagavara -> New Guddadahalli -> P -> Periyar Nagara Circle Tannery Road -> Postal and Telecom Colony -> Shivajinagara Bus Station -> Sirsi Circle -> Tannery Road Canara Bank -> Town Hall -> Venkateshapura Kadugondanahalli Police Station -> Vinayaka Talkies KR Market
BEMLA-22,Nagavara -> Thanisandra
BEMLB-22,Chinnappa Garden -> Jayamahal -> Kadugondanahalli Police Station -> Nagavara -> Thanisandra
TR-4 NGV-MRBS,BRV Talkies Cubbon Road -> CSI Hospital -> Corporation -> Frazer Town -> Indian Express -> KR Market -> Kadugondanahalli Police Station -> MG Statue -> Museum -> Muslim Colony -> Mysore Road Bus Station -> Mysore Road Tollgate -> Nagavara -> New Guddadahalli -> Postal and Telecom Colony -> Sirsi Circle -> St Joseph Boys High School -> Town Hall
TR-4 KMT-NGV,Arabic College Tany Road -> Bamboo Bazaar -> Coles Park Millers Road -> Corporation -> Cunningham Road -> Doddy Tannery Road -> Glass Factory Nagavara -> Govindapura Cross Nagarvara -> Indian Express -> KR Market -> Kadugondanahalli -> Kadugondanahalli Police Station -> Museum -> Muslim Colony -> Nagavara -> P -> Periyar Nagara Circle Tannery Road -> Postal and Telecom Colony -> Shivajinagara Bus Station -> Tannery Road Canara Bank -> Town Hall -> Venkateshapura Kadugondanahalli Police Station
290-C,Arabic College Tany Road -> Bamboo Bazaar -> Coles Park Millers Road -> Cunningham Road -> Doddy Tannery Road -> Glass Factory Nagavara -> Govindapura Cross Nagarvara -> Indian Express -> Kadugondanahalli -> Kadugondanahalli Police Station -> Muslim Colony -> Nagavara -> P -> Periyar Nagara Circle Tannery Road -> Postal and Telecom Colony -> Shivajinagara Bus Station -> Tannery Road Canara Bank -> The Embassy Cunning Ham Road -> Venkateshapura Kadugondanahalli Police Station
213-D,APS College Somanahalli Gate -> Arabic College Tany Road -> Bamboo Bazaar -> Basavanagudi Police Station -> Bayyanapalya -> Bolare Kanakapura Road -> Cantonment Railway Station -> Chinnayyanapalya Silk Farm Kanakapura Road -> Coles Park Millers Road -> Corporation -> Cunningham Road -> Doddakallasandra -> Doddy Tannery Road -> Gandhinagara Kaggalipura -> GantakanaDoddy Cross Kanakapura Main Road -> Glass Factory Nagavara -> Govindapura Cross Nagarvara -> HK Degree College -> Jaraganahalli Cross -> KR Market -> Kadugondanahalli -> Kadugondanahalli Police Station -> Kaggalipura Kanakapura Road -> Konanakunte Cross -> Kuppareddy Kere -> Lakshmipura Kanakapura Road -> MG Statue -> Mahila Seva Samaja -> Makkala Koota -> Metro Market Kanakapura Road -> Museum -> Muslim Colony -> NICE Road Kanakapura Road -> Nagavara -> Nanda Talkies -> National College -> P -> Periyar Nagara Circle Tannery Road -> Postal and Telecom Colony -> Raghuvanahalli Cross -> Ravagodlu Gate -> SaaluDoddy Kaggalipura -> Saaluhunase Kanakapura Road -> Sarakki -> Shanimahathma Temple Kanakapura Road -> South End Circle -> Tannery Road Canara Bank -> Thalagattapura -> Town Hall -> Vajramuneshwara Gate -> Venkateshapura Kadugondanahalli Police Station -> Yelachenahalli
OASIS-6B,Kadugondanahalli Police Station -> Saraipalya
CS-TNS-D03,KH Road -> Thanisandra
CS-D03-TNS,Thanisandra
BCGHS-18,Bishop Cotton Girls High School -> Clarence School -> Devis Road -> Mosque Road -> Thanisandra -> Thomas Cafe
ACCB8-21,Doddakallasandra -> Gubbalala -> JP Nagara 15th Cross -> JP Nagara 6th Phase -> Jayadeva Hospital -> Konanakunte Cross -> MICO Layout Checkpost -> Srinivasapura Cross
ACCB8-55,Doddakallasandra -> Gubbalala -> JP Nagara 15th Cross -> JP Nagara 6th Phase -> Jayadeva Hospital -> Konanakunte Cross -> MICO Layout Checkpost -> Srinivasapura Cross
ACCB8-29,Gubbalala -> JP Nagara 15th Cross -> JP Nagara 6th Phase -> Jayadeva Hospital -> Konanakunte Cross -> MICO Layout Checkpost -> Srinivasapura Cross
ACCB8-26,Gubbalala -> JP Nagara 15th Cross -> JP Nagara 6th Phase -> Jayadeva Hospital -> Konanakunte Cross -> MICO Layout Checkpost -> Srinivasapura Cross
ACCB8-61,CPRI -> Cunningham Road -> Depot-34 Gate -> Doddakallasandra -> Gubbalala -> Indian Express -> JP Nagara 15th Cross -> JP Nagara 6th Phase -> Jayadeva Hospital -> Jayamahal -> Konanakunte Cross -> MICO Layout Checkpost -> Mekhri Circle -> Munireddy Palya JC Nagara -> Shivajinagara Bus Station -> Srinivasapura Cross -> TV Tower -> Tata Institute
ACCB8-34,Gubbalala -> JP Nagara 15th Cross -> JP Nagara 6th Phase -> Jayadeva Hospital -> Konanakunte Cross -> MICO Layout Checkpost -> Srinivasapura Cross
258-G NML-KRKC,Karekal Cross -> Srinivasapura Cross
BTP-44,Bagmane Tech Park -> Channasandra -> Corporation -> Nayandahalli -> Srinivasapura Cross -> Town Hall
221-C,Beedi Karmikara Colony Gate -> Chikkanahalli -> Dodda Basti -> Jayaram Das Factory -> KR Market -> Kengeri Club -> Kengeri TTMC -> Mysore Road Bus Station -> Mysore Road Tollgate -> Nayandahalli -> Rayan Circle Tippu Sultan Road -> Sirsi Circle
227-VC KBS-DBG,Basavanagara Kengeri -> Chamarajapet Water Tank -> Chandrappa Circle -> Channappa Circle -> Chikkanahalli -> Cottonpet Hospital Super Talkies -> Depot-12 Gate -> Dodda Aladamara -> Jayaram Das Factory -> Kempegowda Bus Station -> Kengeri TTMC -> Kethohalli -> Kurubarapalya -> Mysore Road Bus Station -> Mysore Road Tollgate -> Nayandahalli -> Rayan Circle Tippu Sultan Road -> S Gollahalli -> Shanthinagara Manchanabele -> Sirsi Circle -> Subbarayappanapalya Cross -> Sulivara -> Vahale Gate
235-K BSN-CKH-DBT,Basavanagara Kengeri -> Beedi Karmikara Colony Gate -> Chikkanahalli -> Dodda Basti -> Kengeri Club -> Kengeri Nice Road Junction
235-K KST-DBT,Beedi Karmikara Colony Gate -> Chikkanahalli -> Dodda Basti -> Kengeri Club
221-E,Beedi Karmikara Colony Gate -> Chamarajapet Water Tank -> Chikkanahalli -> Dodda Basti -> Jayaram Das Factory -> KR Market -> Kengeri Club -> Kengeri TTMC -> Mysore Road Bus Station -> Mysore Road Tollgate -> Nayandahalli -> New Guddadahalli -> Ramasandra -> Rayan Circle Tippu Sultan Road -> Sirsi Circle
227-Z,Basavanagara Kengeri -> Chamarajapet Water Tank -> Chandrappa Circle -> Channappa Circle -> Chikkanahalli -> Depot-12 Gate -> Dodda Aladamara -> Jayaram Das Factory -> KR Market -> Kengeri TTMC -> Kethohalli -> Mysore Road Bus Station -> Mysore Road Tollgate -> Nayandahalli -> Rampura -> Rayan Circle Tippu Sultan Road -> S Gollahalli -> Shanthinagara Manchanabele -> Sirsi Circle -> Subbarayappanapalya Cross -> Vahale Gate
227-UB,Basavanagara Kengeri -> Chamarajapet Water Tank -> Chandrappa Circle -> Channappa Circle -> Chikkanahalli -> Dodda Aladamara -> Jayaram Das Factory -> KR Market -> Kengeri TTMC -> Kethohalli -> Mysore Road Bus Station -> Mysore Road Tollgate -> Nayandahalli -> Rampura -> Rayan Circle Tippu Sultan Road -> S Gollahalli -> Shanthinagara Manchanabele -> Sirsi Circle -> Subbarayappanapalya Cross -> Vahale Gate
226-MB,Basavanagara Kengeri -> Chamarajapet Water Tank -> Chikkanahalli -> Chikkanahalli Pachepalya -> Dalai Lama College Mysore Road -> Depot-12 Gate -> Jayaram Das Factory -> KR Market -> Kanminake -> Kempadyapanahalli -> Kengeri TTMC -> Kumbalagodu -> Mysore Road Bus Station -> Mysore Road Tollgate -> Nayandahalli -> Pepsi Gate Mysore Road -> Shanthinagara Manchanabele -> Sirsi Circle -> Swami Narayana Gurukula Mysore Road -> Vahale Gate
227-F,Basavanagara Kengeri -> Chamarajapet Water Tank -> Chandrappa Circle -> Channappa Circle -> Chikkanahalli -> Dodda Aladamara -> Jayaram Das Factory -> KR Market -> Kengeri TTMC -> Kethohalli -> Mysore Road Bus Station -> Mysore Road Tollgate -> Nayandahalli -> Rayan Circle Tippu Sultan Road -> S Gollahalli -> Sirsi Circle -> Subbarayappanapalya Cross
227-V,Basavanagara Kengeri -> Chamarajapet Water Tank -> Chikkanahalli -> Chikkellur Cross -> Depot-12 Gate -> Donnehalli -> Jayaram Das Factory -> KR Market -> Kengeri TTMC -> Koluru -> Lakkayyanapalya -> Lakshmipura kolur -> Mysore Road Bus Station -> Mysore Road Tollgate -> Nayandahalli -> New Guddadahalli -> Pachepalya -> Rampura -> Rampura Kethohalli -> Rayan Circle Tippu Sultan Road -> Shanthinagara Manchanabele -> Sirsi Circle -> Subbarayappanapalya Cross -> Uddandahalli -> Vahale Gate
KBS-TMP,Basavanagara Kengeri -> Chandrappa Circle -> Channappa Circle -> Chikkanahalli -> Cottonpet Hospital Super Talkies -> Depot-12 Gate -> Dodda Aladamara -> Jayaram Das Factory -> Kempegowda Bus Station -> Kengeri TTMC -> Kethohalli -> Kurubarapalya -> Mysore Road Bus Station -> Mysore Road Tollgate -> Nayandahalli -> New Guddadahalli -> Rampura -> Rayan Circle Tippu Sultan Road -> S Gollahalli -> Shanthinagara Manchanabele -> Sirsi Circle -> Subbarayappanapalya Cross -> Sulivara -> Vahale Gate
227-W,Avarehalli Manchanabele -> Basavanagara Kengeri -> Chamarajapet Water Tank -> Chandrappa Circle -> Channappa Circle -> Chikkanahalli -> Depot-12 Gate -> Dodda Aladamara -> Jayaram Das Factory -> KR Market -> Kengeri TTMC -> Kethohalli -> Mysore Road Bus Station -> Mysore Road Tollgate -> Nayandahalli -> New Guddadahalli -> Plegant Hotel Vahale -> Rayan Circle Tippu Sultan Road -> S Gollahalli -> Shanthinagara Manchanabele -> Sirsi Circle -> Subbarayappanapalya Cross -> Tavarekatte Dodda Aladamara -> Vahale Gate
BSK-MNCB,BGS Health City Abhiman Studio -> Banashankari TTMC -> Basavanagara Kengeri -> Byalalu -> Channasandra -> Channasandra Uttarahalli -> Chikkallasandra Aralimara -> Chikkallasandra Bank Colony -> Chikkanahalli -> Depot-12 Gate -> Dodda Aladamara -> Donnehalli -> Gowdanapalya -> Indo American Hybrid Farm -> JSS College -> Kadirenahalli Cross -> Kadirenahalli Village -> Kengeri TTMC -> Kethohalli -> Omkar Hills -> Pachepalya -> Poornaprajna Layout -> Savandarbar Ashrama -> Shanthinagara Manchanabele -> Subbarayappanapalya Cross -> Uttarahalli Water Tank -> Vahale Gate
223-H KGR-DNH,Beedi Karmikara Colony Gate -> Chikkanahalli -> Dhananayakanahalli -> Kengeri Club -> Kengeri TTMC
227-VC,Basavanagara Kengeri -> Chamarajapet Water Tank -> Chandrappa Circle -> Channappa Circle -> Chikkanahalli -> Depot-12 Gate -> Dodda Aladamara -> Jayaram Das Factory -> KR Market -> Kengeri TTMC -> Kethohalli -> Kurubarapalya -> Mysore Road Bus Station -> Mysore Road Tollgate -> Nayandahalli -> Rayan Circle Tippu Sultan Road -> S Gollahalli -> Shanthinagara Manchanabele -> Sirsi Circle -> Subbarayappanapalya Cross -> Sulivara -> Vahale Gate
227-VA,Basavanagara Kengeri -> Chamarajapet Water Tank -> Chikkanahalli -> Chikkellur Cross -> Depot-12 Gate -> Donnehalli -> Jayaram Das Factory -> KR Market -> Kengeri TTMC -> Koluru -> Kundalapura -> Lakkayyanapalya -> Lakshmipura kolur -> Mysore Road Bus Station -> Mysore Road Tollgate -> Nayandahalli -> New Guddadahalli -> Pachepalya -> Rampura -> Rampura Kethohalli -> Rayan Circle Tippu Sultan Road -> Shanthinagara Manchanabele -> Sirsi Circle -> Subbarayappanapalya Cross -> Uddandahalli -> Vahale Gate
227-VB,Basavanagara Kengeri -> Chamarajapet Water Tank -> Chandrappa Circle -> Channappa Circle -> Chikkanahalli -> Depot-12 Gate -> Dodda Aladamara -> Jayaram Das Factory -> KR Market -> Kengeri TTMC -> Kethohalli -> Mysore Road Bus Station -> Mysore Road Tollgate -> Nayandahalli -> Rayan Circle Tippu Sultan Road -> S Gollahalli -> Shanthinagara Manchanabele -> Sirsi Circle -> Subbarayappanapalya Cross -> Vahale Gate
D17CLO-RMS,Attiguppe -> Beedi Karmikara Colony Gate -> Chandra Layout -> Chikkanahalli -> Deepanjalinagara -> Dodda Basti -> Income Tax Layout -> Jayaram Das Factory -> Kengeri Club -> Kengeri TTMC -> Nayandahalli -> Ramasandra
227-M,Basavanagara Kengeri -> Chamarajapet Water Tank -> Chandrappa Circle -> Channappa Circle -> Chikkanahalli -> Depot-12 Gate -> Dodda Aladamara -> Jayaram Das Factory -> KR Market -> Kengeri TTMC -> Kethohalli -> Mysore Road Bus Station -> Mysore Road Tollgate -> Nayandahalli -> New Guddadahalli -> Rayan Circle Tippu Sultan Road -> S Gollahalli -> Shanthinagara Manchanabele -> Sirsi Circle -> Subbarayappanapalya Cross -> Tavarekatte Dodda Aladamara -> Vahale Gate
227-M BEML5-MGD,BEML layout 5th stage -> Basavanagara Kengeri -> Chandrappa Circle -> Channappa Circle -> Chikkanahalli -> Dodda Aladamara -> Ideal Homes -> Jayaram Das Factory -> Kengeri TTMC -> Kethohalli -> S Gollahalli -> Shanthinagara Manchanabele -> Subbarayappanapalya Cross -> Tavarekatte Dodda Aladamara -> Vahale Gate
227-U,Basavanagara Kengeri -> Chamarajapet Water Tank -> Chandrappa Circle -> Channappa Circle -> Chikkanahalli -> Dodda Aladamara -> Jayaram Das Factory -> KR Market -> Kengeri TTMC -> Kethohalli -> Kurubarapalya -> Mysore Road Bus Station -> Mysore Road Tollgate -> Nayandahalli -> Rayan Circle Tippu Sultan Road -> S Gollahalli -> Shanthinagara Manchanabele -> Sirsi Circle -> Subbarayappanapalya Cross -> Sulivara -> Vahale Gate
227-VB KGR-GGD,Basavanagara Kengeri -> Chandrappa Circle -> Channappa Circle -> Chikkanahalli -> Depot-12 Gate -> Dodda Aladamara -> Kengeri TTMC -> Kethohalli -> S Gollahalli -> Shanthinagara Manchanabele -> Subbarayappanapalya Cross -> Vahale Gate
227-VC KGR-DBL,Basavanagara Kengeri -> Chandrappa Circle -> Channappa Circle -> Chikkanahalli -> Depot-12 Gate -> Dodda Aladamara -> Kengeri TTMC -> Kethohalli -> Kurubarapalya -> S Gollahalli -> Shanthinagara Manchanabele -> Subbarayappanapalya Cross -> Sulivara -> Vahale Gate
227-F KGR-CKH,Basavanagara Kengeri -> Chandrappa Circle -> Channappa Circle -> Chikkanahalli -> Dodda Aladamara -> Kengeri TTMC -> Kethohalli -> S Gollahalli -> Subbarayappanapalya Cross
227-ZA,Basavanagara Kengeri -> Chamarajapet Water Tank -> Chandrappa Circle -> Channappa Circle -> Chikkanahalli -> Depot-12 Gate -> Dodda Aladamara -> Jayaram Das Factory -> KR Market -> Kengeri TTMC -> Kethohalli -> Kurubarapalya -> Mysore Road Bus Station -> Mysore Road Tollgate -> Nayandahalli -> Rampura -> Rayan Circle Tippu Sultan Road -> S Gollahalli -> Shanthinagara Manchanabele -> Sirsi Circle -> Subbarayappanapalya Cross -> Sulivara -> Tavarekatte Dodda Aladamara -> Vahale Gate
227-ZA KMT-KGHL,Basavanagara Kengeri -> Chamarajapet Water Tank -> Chandrappa Circle -> Channappa Circle -> Chikkanahalli -> Depot-12 Gate -> Dodda Aladamara -> Jayaram Das Factory -> KR Market -> Kengeri TTMC -> Kethohalli -> Kurubarapalya -> Mysore Road Bus Station -> Mysore Road Tollgate -> Nayandahalli -> Rampura -> Rayan Circle Tippu Sultan Road -> S Gollahalli -> Shanthinagara Manchanabele -> Sirsi Circle -> Subbarayappanapalya Cross -> Sulivara -> Tavarekatte Dodda Aladamara -> Vahale Gate
227-UB KGR-MLHL,Basavanagara Kengeri -> Chandrappa Circle -> Channappa Circle -> Chikkanahalli -> Dodda Aladamara -> Kengeri TTMC -> Kethohalli -> Rampura -> S Gollahalli -> Shanthinagara Manchanabele -> Subbarayappanapalya Cross -> Vahale Gate
227-K,Basammanahalli -> Basavanagara Kengeri -> Chamarajapet Water Tank -> Chandrappa Circle -> Channappa Circle -> Chikkanahalli -> Dodda Aladamara -> Jayaram Das Factory -> KR Market -> Kengeri TTMC -> Kethohalli -> Mysore Road Bus Station -> Mysore Road Tollgate -> Nayandahalli -> Rayan Circle Tippu Sultan Road -> S Gollahalli -> Sirsi Circle -> Subbarayappanapalya Cross
